"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 20 20:38:46 GMT 2024","Thu Jun 20 20:38:48 GMT 2024","2511","CrossBrowser","FirefoxTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","testNavigationMenu","verify that the top menu navigation on website functions correctly by ensuring thatclicking on menu items directs the user on correct page"
"passed","Thu Jun 20 20:39:01 GMT 2024","Thu Jun 20 20:39:01 GMT 2024","968","CrossBrowser","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testOpenBaseUrl","TC-01 Open Base Url","verify that the URL and Title of the application are correct and as expected"
"passed","Thu Jun 20 20:39:00 GMT 2024","Thu Jun 20 20:39:01 GMT 2024","1106","CrossBrowser","ChromiumTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testOpenBaseUrl","TC-01 Open Base Url","verify that the URL and Title of the application are correct and as expected"
"passed","Thu Jun 20 20:38:52 GMT 2024","Thu Jun 20 20:38:55 GMT 2024","2566","CrossBrowser","ChromiumTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","testNavigationMenu","verify that the top menu navigation on website functions correctly by ensuring thatclicking on menu items directs the user on correct page"
"passed","Thu Jun 20 20:38:50 GMT 2024","Thu Jun 20 20:38:52 GMT 2024","2618","CrossBrowser","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","testNavigationMenu","verify that the top menu navigation on website functions correctly by ensuring thatclicking on menu items directs the user on correct page"
"passed","Thu Jun 20 20:39:09 GMT 2024","Thu Jun 20 20:39:10 GMT 2024","1542","CrossBrowser","FirefoxTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","testNavigationMenu","verify that the top menu navigation on website functions correctly by ensuring thatclicking on menu items directs the user on correct page"
"passed","Thu Jun 20 20:38:52 GMT 2024","Thu Jun 20 20:38:55 GMT 2024","2463","CrossBrowser","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","testNavigationMenu","verify that the top menu navigation on website functions correctly by ensuring thatclicking on menu items directs the user on correct page"
"passed","Thu Jun 20 20:39:12 GMT 2024","Thu Jun 20 20:39:15 GMT 2024","2212","CrossBrowser","FirefoxTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","testNavigationMenu","verify that the top menu navigation on website functions correctly by ensuring thatclicking on menu items directs the user on correct page"
"passed","Thu Jun 20 20:38:40 GMT 2024","Thu Jun 20 20:38:46 GMT 2024","5839","CrossBrowser","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","testNavigationMenu","verify that the top menu navigation on website functions correctly by ensuring thatclicking on menu items directs the user on correct page"
"passed","Thu Jun 20 20:38:47 GMT 2024","Thu Jun 20 20:38:49 GMT 2024","2646","CrossBrowser","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","testNavigationMenu","verify that the top menu navigation on website functions correctly by ensuring thatclicking on menu items directs the user on correct page"
