"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 15 14:11:23 GMT 2024","Sat Jun 15 14:11:24 GMT 2024","1441","CrossBrowser Test Suite","ChromeBrowser","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","testNavigationMenu","verify that the top menu navigation on website functions correctly by ensuring thatclicking on menu items directs the user on correct page"
"passed","Sat Jun 15 14:11:25 GMT 2024","Sat Jun 15 14:11:26 GMT 2024","1551","CrossBrowser Test Suite","ChromiumBrowser","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","testNavigationMenu","verify that the top menu navigation on website functions correctly by ensuring thatclicking on menu items directs the user on correct page"
"passed","Sat Jun 15 14:11:28 GMT 2024","Sat Jun 15 14:11:29 GMT 2024","810","CrossBrowser Test Suite","ChromeBrowser","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testOpenBaseUrl","TC-01 Open Base Url","verify that the URL and Title of the application are correct and as expected"
"passed","Sat Jun 15 14:11:29 GMT 2024","Sat Jun 15 14:11:30 GMT 2024","946","CrossBrowser Test Suite","ChromiumBrowser","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testOpenBaseUrl","TC-01 Open Base Url","verify that the URL and Title of the application are correct and as expected"
"passed","Sat Jun 15 14:11:25 GMT 2024","Sat Jun 15 14:11:26 GMT 2024","1417","CrossBrowser Test Suite","ChromeBrowser","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","testNavigationMenu","verify that the top menu navigation on website functions correctly by ensuring thatclicking on menu items directs the user on correct page"
"passed","Sat Jun 15 14:11:26 GMT 2024","Sat Jun 15 14:11:27 GMT 2024","1254","CrossBrowser Test Suite","ChromeBrowser","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","testNavigationMenu","verify that the top menu navigation on website functions correctly by ensuring thatclicking on menu items directs the user on correct page"
"passed","Sat Jun 15 14:11:30 GMT 2024","Sat Jun 15 14:11:34 GMT 2024","3669","CrossBrowser Test Suite","ChromiumBrowser","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProductDrivenBackPack","testProductDrivenBackPack",""
"passed","Sat Jun 15 14:11:21 GMT 2024","Sat Jun 15 14:11:23 GMT 2024","1449","CrossBrowser Test Suite","ChromeBrowser","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","testNavigationMenu","verify that the top menu navigation on website functions correctly by ensuring thatclicking on menu items directs the user on correct page"
"passed","Sat Jun 15 14:11:19 GMT 2024","Sat Jun 15 14:11:21 GMT 2024","1606","CrossBrowser Test Suite","ChromeBrowser","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","testNavigationMenu","verify that the top menu navigation on website functions correctly by ensuring thatclicking on menu items directs the user on correct page"
"passed","Sat Jun 15 14:11:19 GMT 2024","Sat Jun 15 14:11:21 GMT 2024","1811","CrossBrowser Test Suite","ChromiumBrowser","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","testNavigationMenu","verify that the top menu navigation on website functions correctly by ensuring thatclicking on menu items directs the user on correct page"
"passed","Sat Jun 15 14:11:17 GMT 2024","Sat Jun 15 14:11:19 GMT 2024","1686","CrossBrowser Test Suite","ChromiumBrowser","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","testNavigationMenu","verify that the top menu navigation on website functions correctly by ensuring thatclicking on menu items directs the user on correct page"
"passed","Sat Jun 15 14:11:21 GMT 2024","Sat Jun 15 14:11:23 GMT 2024","1690","CrossBrowser Test Suite","ChromiumBrowser","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","testNavigationMenu","verify that the top menu navigation on website functions correctly by ensuring thatclicking on menu items directs the user on correct page"
"passed","Sat Jun 15 14:11:17 GMT 2024","Sat Jun 15 14:11:19 GMT 2024","1786","CrossBrowser Test Suite","ChromeBrowser","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","testNavigationMenu","verify that the top menu navigation on website functions correctly by ensuring thatclicking on menu items directs the user on correct page"
"passed","Sat Jun 15 14:11:29 GMT 2024","Sat Jun 15 14:11:32 GMT 2024","3720","CrossBrowser Test Suite","ChromeBrowser","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProductDrivenBackPack","testProductDrivenBackPack",""
"passed","Sat Jun 15 14:11:27 GMT 2024","Sat Jun 15 14:11:28 GMT 2024","1795","CrossBrowser Test Suite","ChromiumBrowser","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","testNavigationMenu","verify that the top menu navigation on website functions correctly by ensuring thatclicking on menu items directs the user on correct page"
"passed","Sat Jun 15 14:11:23 GMT 2024","Sat Jun 15 14:11:25 GMT 2024","1373","CrossBrowser Test Suite","ChromiumBrowser","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","testNavigationMenu","verify that the top menu navigation on website functions correctly by ensuring thatclicking on menu items directs the user on correct page"
